Exercise,NOSE_x,NOSE_y,NOSE_visi,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_visi,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_visi,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_visi,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_visi,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_visi,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_visi,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_visi,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_visi,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_visi,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_visi,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_visi,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_visi,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_visi,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_visi,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_visi,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_visi,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_visi,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_visi,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_visi,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_visi,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_visi,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_visi,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_visi,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_visi,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_visi,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_visi,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_visi,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_visi,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_visi,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_visi,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_visi,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_visi
squat,0.516198695,0.240240484,0.999198556,0.522528589,0.221168682,0.999335825,0.524362206,0.220734924,0.999363363,0.526406169,0.220360279,0.999491215,0.523045421,0.220693216,0.999221146,0.525191128,0.220073059,0.999180079,0.527708411,0.21952714,0.999416351,0.541900694,0.224553019,0.998717546,0.544107139,0.223826155,0.99936831,0.523654342,0.254890025,0.997942328,0.523803592,0.255330622,0.99716413,0.55428499,0.290828764,0.997644424,0.550583184,0.316636473,0.992465317,0.439786583,0.309133798,0.978326738,0.449617952,0.328589797,0.462449431,0.334672838,0.309792638,0.976266503,0.35404548,0.331342399,0.627580702,0.309162527,0.313770145,0.966547787,0.332959473,0.331562728,0.613011837,0.308813214,0.309697181,0.961854577,0.327957064,0.328642249,0.622754812,0.316527873,0.311289132,0.945313752,0.333480686,0.330210596,0.643809915,0.610853791,0.580901742,0.998734295,0.60006243,0.575597346,0.997841656,0.508721948,0.754485548,0.958695114,0.514581561,0.729082823,0.379704416,0.548433483,0.96518743,0.918314576,0.538649559,0.910391867,0.356741637,0.566009879,0.987722158,0.901046455,0.549153388,0.944947064,0.507283509,0.472367823,0.990099788,0.861733496,0.481633425,0.936947823,0.451520354
squat,0.519025028,0.224010974,0.999255538,0.525993586,0.206266552,0.999375224,0.527695537,0.206055254,0.999400437,0.52964294,0.205855608,0.999521673,0.526291251,0.205942139,0.999270022,0.528124452,0.205589831,0.999229133,0.530361414,0.205258846,0.999453783,0.545748174,0.212192163,0.998802781,0.547040045,0.211347073,0.999407768,0.52570492,0.240713537,0.998076499,0.525384068,0.241424158,0.997335374,0.559461713,0.281521469,0.997833431,0.55284816,0.308271885,0.992901564,0.44447422,0.300878793,0.979504526,0.454351664,0.325537473,0.469380885,0.337039381,0.299757868,0.976073384,0.357009292,0.323675632,0.627694547,0.311266094,0.304725111,0.965910316,0.336429656,0.322706282,0.610106647,0.312130153,0.300109893,0.961131334,0.332059473,0.319064468,0.620388627,0.32100305,0.301006138,0.944460809,0.33746326,0.320251673,0.64230001,0.606474638,0.575131297,0.998825073,0.594720304,0.56942755,0.997957528,0.511896431,0.752929926,0.959732831,0.514522612,0.729455292,0.376072705,0.549126506,0.965966582,0.92265445,0.540324032,0.910411596,0.353593022,0.565661073,0.987839282,0.905762911,0.550442278,0.945462286,0.507004201,0.474161565,0.990843713,0.867295623,0.48169294,0.937282801,0.448804587
squat,0.520819426,0.223218948,0.999275327,0.526795805,0.205559775,0.999379396,0.528373897,0.205109075,0.999404013,0.530175924,0.204662055,0.999525011,0.527082443,0.205341905,0.999275804,0.528860688,0.204841405,0.999228477,0.531011343,0.204387486,0.999454379,0.546100199,0.208827764,0.998831987,0.547847867,0.2086256,0.999385357,0.527190804,0.239186287,0.998133123,0.526874483,0.239724621,0.997378707,0.559831738,0.277406484,0.998014569,0.557577729,0.296366274,0.9932307,0.443690926,0.297464162,0.980796337,0.451088846,0.313824475,0.467881113,0.339690834,0.300033957,0.976727486,0.360241264,0.31720528,0.621199131,0.312778741,0.302556127,0.966627955,0.339368761,0.314784437,0.602902055,0.313470572,0.296141773,0.961955845,0.333808422,0.310021043,0.613211215,0.322394431,0.297647327,0.945263684,0.340616286,0.312346905,0.635726273,0.600741267,0.573705077,0.998913229,0.592557907,0.563071549,0.998029113,0.513625622,0.753321469,0.959856927,0.516832054,0.729104638,0.360729575,0.549709082,0.967746317,0.92698431,0.540207565,0.904168367,0.348459452,0.56523025,0.990964055,0.911605418,0.550671458,0.945031762,0.506527603,0.474458069,0.990554452,0.874734044,0.481878191,0.936086655,0.450992435
squat,0.522867858,0.210473567,0.999249399,0.528528512,0.191966385,0.999350309,0.530001044,0.191592515,0.99937737,0.531694829,0.191304937,0.999507844,0.528712869,0.191727504,0.999225795,0.530349374,0.191275761,0.999153554,0.53239882,0.190881789,0.999403417,0.547426343,0.196339995,0.99883455,0.549485326,0.195570379,0.999314129,0.52924341,0.226572737,0.998120785,0.528964877,0.226992771,0.997276068,0.558073997,0.26649037,0.998178542,0.567988217,0.287964791,0.993281543,0.442844719,0.281196624,0.981964648,0.457177579,0.307892978,0.454531342,0.340619147,0.286563724,0.976647019,0.370377123,0.306937635,0.599484205,0.313636839,0.289585978,0.966205239,0.351340622,0.30549252,0.582533419,0.314707935,0.284064084,0.961531997,0.347227156,0.302251399,0.59299022,0.323560953,0.286236554,0.944739759,0.351669312,0.304242402,0.616128683,0.590253234,0.566387773,0.998980403,0.590920508,0.554629862,0.998006403,0.516298831,0.753594756,0.958162129,0.523070216,0.726729214,0.343218982,0.549909294,0.970509231,0.929451704,0.542719424,0.913068831,0.338870436,0.564749002,0.992837489,0.915887475,0.552199483,0.951405287,0.500416398,0.479636729,0.99807483,0.878669918,0.485450178,0.940985382,0.445980757
squat,0.523842633,0.212456703,0.999244213,0.529873967,0.192391723,0.999340057,0.531488299,0.191905349,0.999366343,0.533162475,0.191503763,0.999502242,0.529833376,0.192067102,0.999194145,0.531441569,0.191369995,0.999105394,0.533314705,0.190774962,0.999373853,0.548915565,0.195732847,0.998843193,0.55054611,0.195541412,0.99926275,0.530077875,0.229428589,0.998149157,0.52929157,0.229784504,0.997252047,0.557878673,0.262680858,0.998332679,0.56910187,0.285127312,0.993406415,0.441382349,0.277290821,0.983050287,0.460225403,0.301138818,0.438985169,0.337914407,0.283909172,0.9764359,0.37256974,0.303741872,0.574148118,0.31139034,0.287373185,0.965645552,0.35172984,0.299833387,0.55870378,0.312235802,0.281768948,0.96099937,0.345772326,0.299152821,0.56919086,0.3210513,0.284044415,0.944002569,0.349748105,0.301882178,0.593127728,0.587693214,0.561536431,0.999052465,0.587051392,0.548980415,0.998028457,0.516924977,0.75427568,0.956128359,0.520758808,0.727390289,0.326062292,0.550180912,0.970731676,0.932552278,0.542948902,0.915278614,0.332544535,0.564759254,0.992918789,0.92013973,0.552280843,0.950572908,0.498807579,0.481212229,1.003932714,0.883962333,0.48485294,0.941177726,0.447780102
squat,0.523736835,0.210639223,0.999287724,0.529785514,0.19078806,0.999370515,0.531432271,0.190058053,0.999394894,0.533219814,0.189405203,0.999525011,0.529763937,0.190916121,0.999226272,0.531391203,0.190257549,0.999138296,0.533278108,0.189650908,0.999397159,0.549135447,0.19388245,0.998904765,0.549827874,0.194345489,0.999284565,0.529427946,0.22594361,0.998253345,0.528779566,0.226521432,0.997380078,0.558884561,0.259164304,0.998488605,0.564306915,0.284026712,0.993832767,0.448749304,0.277424306,0.984151065,0.457055271,0.304181367,0.44279632,0.342289954,0.284465104,0.977473378,0.368062526,0.306465954,0.57674855,0.313313037,0.285897195,0.966935635,0.347308218,0.30418402,0.558934689,0.312754035,0.282504916,0.9624421,0.341798961,0.302234113,0.569413304,0.321613044,0.285115063,0.94593209,0.346613914,0.304728687,0.593872726,0.588355124,0.554895103,0.99912256,0.583111346,0.546053231,0.998098969,0.516678035,0.753343701,0.954796374,0.519524455,0.726055264,0.309569925,0.550327003,0.971104085,0.934480608,0.542610765,0.915208817,0.321932912,0.56446743,0.993267775,0.922897995,0.552178979,0.947711229,0.492013991,0.481298298,1.007635593,0.887685359,0.484292328,0.939807117,0.445220232
squat,0.524450481,0.209416479,0.999326348,0.530304849,0.189437211,0.999398112,0.53191936,0.188439146,0.999420047,0.533666551,0.187552258,0.999545574,0.530575156,0.190167814,0.999251902,0.53237462,0.18964842,0.999163508,0.534420788,0.189154327,0.999418259,0.550220907,0.19301714,0.998964429,0.55095309,0.194171399,0.999308825,0.530233383,0.22491093,0.998348475,0.530091226,0.225724712,0.997497916,0.557738781,0.256436914,0.998622179,0.565079749,0.286312997,0.994220912,0.446612984,0.273007065,0.985093474,0.455212295,0.302920908,0.44331786,0.341056794,0.279584855,0.977898002,0.366459399,0.30455935,0.571861088,0.312168896,0.280186772,0.967225254,0.344930381,0.300537199,0.552332878,0.311788827,0.277226478,0.962790787,0.339695513,0.297844142,0.563157856,0.320585072,0.279884636,0.946637928,0.345220834,0.300995469,0.588812292,0.58458513,0.555361331,0.999162018,0.582548261,0.547878921,0.998130023,0.516366065,0.753623664,0.950333059,0.520699441,0.726557732,0.29790923,0.550423324,0.971052706,0.933181524,0.543686986,0.918892205,0.312281072,0.564416587,0.993080378,0.922457755,0.554548562,0.950233757,0.486091852,0.481836885,1.010535955,0.886378348,0.487229198,0.944026411,0.438619435
squat,0.523424029,0.21010454,0.999360621,0.529512107,0.190556705,0.999422252,0.531227946,0.189471319,0.999439657,0.533044934,0.188460812,0.999562502,0.529490173,0.191119656,0.999275923,0.531174958,0.190471262,0.999183953,0.533102274,0.189899534,0.999437988,0.550253212,0.193360612,0.999015033,0.550238013,0.194769591,0.999333501,0.529430747,0.225695983,0.998430729,0.528933346,0.22612907,0.997618437,0.558241904,0.256761551,0.998741627,0.563030541,0.289959759,0.994650066,0.446021736,0.268533498,0.986099184,0.456773907,0.303838909,0.459344655,0.340845674,0.273061872,0.978651702,0.365141213,0.305891186,0.581094146,0.31243521,0.270822376,0.967847645,0.343567222,0.299657375,0.558338881,0.311939061,0.269229919,0.963498235,0.338546574,0.296837479,0.569464326,0.320518076,0.273195297,0.947692335,0.344311327,0.29963696,0.595377266,0.583093703,0.552934051,0.999174476,0.579247952,0.548632562,0.998138785,0.515368998,0.752165914,0.947648406,0.520209491,0.726894975,0.290680528,0.550519884,0.970979631,0.932150304,0.545227766,0.927045703,0.306835949,0.564428389,0.992954195,0.922953784,0.557076871,0.955439329,0.48303026,0.486126035,1.010509849,0.88509655,0.490273088,0.949629724,0.433680832
squat,0.523143172,0.209563717,0.999397874,0.529197395,0.190302402,0.999452412,0.530854881,0.189124167,0.999467373,0.53260535,0.18797192,0.999586821,0.529298186,0.191078693,0.99930644,0.531019568,0.190503195,0.999212861,0.532977104,0.190013424,0.99946183,0.549708009,0.192137793,0.99907577,0.550152242,0.194359675,0.999355912,0.529230714,0.225108296,0.998523831,0.528974712,0.225616515,0.997730851,0.557642519,0.255601346,0.998858988,0.566343427,0.290621549,0.995002568,0.445195258,0.268874258,0.987054527,0.457876027,0.309277862,0.453374028,0.34069401,0.27248323,0.979281008,0.368623197,0.306624085,0.569717586,0.312297344,0.270405889,0.968372345,0.346824706,0.299298078,0.545816243,0.312315583,0.269420058,0.964094639,0.342935979,0.296775848,0.557013035,0.320764095,0.273166209,0.948471963,0.347916782,0.299621463,0.583467722,0.578725457,0.551058233,0.999231279,0.580105901,0.548505366,0.998224676,0.514680266,0.750342488,0.945348203,0.520262897,0.725883842,0.282415122,0.55108726,0.970956862,0.933307528,0.544908404,0.922507107,0.305238187,0.564488292,0.992844522,0.924544394,0.556820035,0.953375459,0.485446215,0.485111892,1.009954929,0.88804251,0.490063131,0.947114825,0.437864482
squat,0.522289217,0.207338259,0.999435246,0.528499424,0.188145414,0.999483407,0.530191302,0.187132433,0.999495268,0.532021463,0.18613635,0.999610245,0.528493166,0.188739881,0.999343216,0.530182838,0.188164756,0.999250472,0.532133996,0.18768166,0.999491513,0.549647331,0.190768987,0.999130309,0.549558401,0.192654416,0.999388456,0.528489351,0.223160416,0.998617351,0.528133512,0.223556027,0.997867584,0.557237506,0.256250143,0.998962224,0.565166473,0.289284796,0.995385945,0.444434345,0.268151015,0.987897933,0.456979126,0.307931274,0.46479556,0.340077937,0.26764673,0.979718328,0.367467463,0.305169791,0.57549578,0.311871141,0.267816097,0.96862781,0.345830292,0.29958865,0.548534155,0.312013745,0.266957968,0.964392543,0.341749012,0.296388149,0.559813797,0.320639849,0.269834846,0.94882071,0.347002,0.298724622,0.5863114,0.578236341,0.548774302,0.999271214,0.579266965,0.545833528,0.998276412,0.514264941,0.746510625,0.942885816,0.519806862,0.723413348,0.272281587,0.551274776,0.969870508,0.934014857,0.544690013,0.921050906,0.300154805,0.564407349,0.992638469,0.92656213,0.556671262,0.953281283,0.485641718,0.483424753,1.004628539,0.890294254,0.48987931,0.941432655,0.437878281
squat,0.521786094,0.206273749,0.999476254,0.528198481,0.187070161,0.999517918,0.529916883,0.186021268,0.999527693,0.531802773,0.184959412,0.99963659,0.528142095,0.187599912,0.999383986,0.529830098,0.186958119,0.999293804,0.531801403,0.186395407,0.99952352,0.549662352,0.189736068,0.999192715,0.549403727,0.19124873,0.999426007,0.528001487,0.222067639,0.998719811,0.527586102,0.222467929,0.998013854,0.55696255,0.254471004,0.999058485,0.564494669,0.287518889,0.995747626,0.44408837,0.267389208,0.988752007,0.456964195,0.307077378,0.478054792,0.342092663,0.266890496,0.980575621,0.36670202,0.303763747,0.586459577,0.314375341,0.270123959,0.969518721,0.344986856,0.300297081,0.556446314,0.313706666,0.268707663,0.965408027,0.341469616,0.296190888,0.567852318,0.321546674,0.270370513,0.950284541,0.346457303,0.297787666,0.594307423,0.577572763,0.55020982,0.999312937,0.577558935,0.545986712,0.998348713,0.514086604,0.746780455,0.94103229,0.519606054,0.723833442,0.266848475,0.551114321,0.968131483,0.934140265,0.544523358,0.918942809,0.296629339,0.564014792,0.992581308,0.927067935,0.55669868,0.952691972,0.484807432,0.47912392,1.002452135,0.891629577,0.487807363,0.939864993,0.438182652
squat,0.521499693,0.205959976,0.999502957,0.527838945,0.187542289,0.999537468,0.529561877,0.186522916,0.999544919,0.531454206,0.185554028,0.999651551,0.527781606,0.187956631,0.999406278,0.529465795,0.18728289,0.999314904,0.531434715,0.186737239,0.999540985,0.549236953,0.190105498,0.999233723,0.549092948,0.191268817,0.999447286,0.527924836,0.221033767,0.998785198,0.527386367,0.221406028,0.998107791,0.557234406,0.254589736,0.999142408,0.56436789,0.287935734,0.996064126,0.444073677,0.266061395,0.989468575,0.456533968,0.306136042,0.486912876,0.341930896,0.2656959,0.981384039,0.366410464,0.305645913,0.593812585,0.313795865,0.265535921,0.970493972,0.344284624,0.300608009,0.56147331,0.313293844,0.264779627,0.966510177,0.340919942,0.296961129,0.573165655,0.321222186,0.268300861,0.95169884,0.3456285,0.299082965,0.599848449,0.577525675,0.551511526,0.999328911,0.575885117,0.54739511,0.998372614,0.513805509,0.747044802,0.93849951,0.519296587,0.724069953,0.261148036,0.550625682,0.967953146,0.933072627,0.544398189,0.921272635,0.29238829,0.563380003,0.992540479,0.926630676,0.556599498,0.952557564,0.482414573,0.477616161,1.002415299,0.890608311,0.487544596,0.941621542,0.434804559
squat,0.52120167,0.206099212,0.999525487,0.527608752,0.187908351,0.999554753,0.529324353,0.18691349,0.999560535,0.531207025,0.185981065,0.999665201,0.527546287,0.188277721,0.9994241,0.529228806,0.187604412,0.999330103,0.53119576,0.187076092,0.99955374,0.548882842,0.190362066,0.999271572,0.548794746,0.191510677,0.999462724,0.527641773,0.221067458,0.99884361,0.527073026,0.221466199,0.998183012,0.557293892,0.254357487,0.999218047,0.563890815,0.286508024,0.9963063,0.446014792,0.265199184,0.990113735,0.456583917,0.305294454,0.489280552,0.34346965,0.264552176,0.981964231,0.367321193,0.305307001,0.593044519,0.313785911,0.263074249,0.971102774,0.344745636,0.299247563,0.558942378,0.313173681,0.262488991,0.96720475,0.341745108,0.29634124,0.570914328,0.321445465,0.266563356,0.952587247,0.346893936,0.298763901,0.598181486,0.576327682,0.552332461,0.999349654,0.574674845,0.54789269,0.998386919,0.513729811,0.746988714,0.936453402,0.519253612,0.724322379,0.255942225,0.550320685,0.967916667,0.932624757,0.544359207,0.920788407,0.288581938,0.562996745,0.992476344,0.926479876,0.556445479,0.952452362,0.480054498,0.476929814,1.002251148,0.890354574,0.486568689,0.941543996,0.432199836
squat,0.520999849,0.207308054,0.999545634,0.527467728,0.188887358,0.999570489,0.529185176,0.187770501,0.999574065,0.531062901,0.1867304,0.999677181,0.527419448,0.189441368,0.999440193,0.529126465,0.188761204,0.999343574,0.531109929,0.188231304,0.999566853,0.54879576,0.190282628,0.999303818,0.548678637,0.19217357,0.999477506,0.5273875,0.222341821,0.998896182,0.526854455,0.222744256,0.998254597,0.557284236,0.254366577,0.999285638,0.564326942,0.287217677,0.996559441,0.445798337,0.265729845,0.990643978,0.45783034,0.306140423,0.494026273,0.34373647,0.265931338,0.982261181,0.367601484,0.306288928,0.597117424,0.313530922,0.264777869,0.971301436,0.344685733,0.299583048,0.561141312,0.313010395,0.263814151,0.967466593,0.341440409,0.296530843,0.573320806,0.321378529,0.267608732,0.952964723,0.346756905,0.299100459,0.600586236,0.574766755,0.55030334,0.999368548,0.574633539,0.548164368,0.998414755,0.513568103,0.747178614,0.934607565,0.519043505,0.725290477,0.251724094,0.550312638,0.967652678,0.932515323,0.544274926,0.92046082,0.286869049,0.562806368,0.992422283,0.927189708,0.556203127,0.952329218,0.481235981,0.477163553,1.002024174,0.891129673,0.484559685,0.942226112,0.43286711
squat,0.520997941,0.20461373,0.999524057,0.527708888,0.186894342,0.999545336,0.529384613,0.185894191,0.999546289,0.531198859,0.184950277,0.999659598,0.527814865,0.187273055,0.999400437,0.529608846,0.186625898,0.999290049,0.531648993,0.186124429,0.999538898,0.548715472,0.189211756,0.999284387,0.549032331,0.190771073,0.999444306,0.527231574,0.219372734,0.99887538,0.526833951,0.219735354,0.998199821,0.556201041,0.253769845,0.999341369,0.565251708,0.286325365,0.996707916,0.444336355,0.264232069,0.991044164,0.4610928,0.30712083,0.483922809,0.342635542,0.265802711,0.981856823,0.368864238,0.306873024,0.583421409,0.313472211,0.264363497,0.970430195,0.34842366,0.300712943,0.547454596,0.31287545,0.263744891,0.966547847,0.34450379,0.297700703,0.559991002,0.32123962,0.267731637,0.951806962,0.349432856,0.30018577,0.587693393,0.574208081,0.551599085,0.999366403,0.574217677,0.548623025,0.998360932,0.513436317,0.747243822,0.930450141,0.518784046,0.725375414,0.24428615,0.550166309,0.966196418,0.931032598,0.543589056,0.91692549,0.281268835,0.562810302,0.991403341,0.92569375,0.555579603,0.948652565,0.478288829,0.475442469,0.998475254,0.890167892,0.481348455,0.934455454,0.430505186
squat,0.520884693,0.204198107,0.99951154,0.527611017,0.186133251,0.99952668,0.529289603,0.185199797,0.99952656,0.531111181,0.184327826,0.999647617,0.527717352,0.186444357,0.999368191,0.529510677,0.185810894,0.999247849,0.531550109,0.185329363,0.999516249,0.548690736,0.189172,0.999276161,0.548968077,0.190632254,0.999415457,0.527074158,0.219702885,0.99888283,0.526633978,0.220024884,0.998186707,0.555642128,0.25541994,0.99939853,0.565109015,0.287151843,0.996907175,0.439982504,0.264998108,0.991574466,0.460666984,0.307780474,0.486755759,0.338448465,0.26757434,0.982405543,0.368585557,0.309147775,0.586871922,0.309840828,0.266398102,0.971028328,0.34774667,0.303555071,0.549200475,0.309841931,0.265488803,0.967244148,0.343828648,0.30105716,0.56207329,0.318175197,0.26921156,0.952636719,0.348875344,0.302590817,0.58961761,0.574408412,0.552526236,0.999380589,0.573114216,0.548679233,0.998357058,0.513553977,0.74727571,0.928362131,0.518596768,0.724729419,0.239280328,0.550199986,0.966179669,0.931582391,0.543317616,0.913887978,0.279519647,0.563093305,0.991353154,0.925344646,0.555318236,0.94702822,0.479686439,0.475582987,0.998804152,0.892105162,0.479614437,0.932701468,0.43480587
squat,0.520624995,0.202342212,0.999471962,0.527535975,0.184200019,0.999477446,0.529216945,0.183355272,0.9994753,0.531041563,0.182540476,0.999611199,0.527634561,0.184501484,0.999296069,0.52942872,0.183955193,0.999162138,0.531482279,0.183509335,0.999466062,0.548620462,0.188361689,0.999216437,0.548886836,0.189640239,0.999350727,0.526540041,0.217540503,0.99881947,0.526275098,0.218149528,0.99806881,0.555754185,0.256521165,0.999441803,0.562562764,0.287359983,0.997048259,0.438113362,0.26625526,0.991844952,0.459865719,0.308261067,0.49017036,0.337380141,0.268285781,0.982614577,0.366737425,0.309306949,0.592666626,0.3085877,0.267210305,0.971225023,0.346832812,0.303743064,0.553731084,0.30865109,0.266275823,0.967486799,0.342615753,0.301126182,0.566860616,0.317150772,0.270054698,0.952904165,0.347940147,0.302783161,0.594329238,0.575048089,0.55292511,0.999360621,0.572449148,0.549203813,0.998296499,0.513485074,0.747348428,0.925167739,0.518510103,0.725292206,0.232833028,0.550085902,0.96475929,0.931142211,0.542849898,0.913892925,0.278129697,0.563080668,0.991113305,0.925127387,0.554782867,0.947012484,0.480743885,0.475758493,0.998220384,0.89226377,0.479039818,0.933843613,0.436980277
squat,0.520190716,0.203288123,0.999468684,0.527377367,0.185046718,0.999467731,0.529100001,0.184184894,0.999464631,0.530965149,0.183376312,0.999603868,0.527341485,0.18532975,0.999277771,0.529110074,0.184733182,0.999138832,0.53114903,0.184247628,0.999452531,0.548580229,0.189170614,0.99920845,0.548677921,0.190370515,0.99933064,0.526300728,0.218701676,0.99882412,0.525820792,0.219267786,0.998058856,0.555623114,0.256943345,0.999484897,0.560633183,0.287828833,0.997199357,0.436261356,0.266869247,0.992179453,0.457232088,0.310006559,0.498274982,0.337394595,0.2689071,0.983112812,0.362865359,0.309500188,0.60363555,0.308598071,0.267479509,0.971877813,0.341897547,0.303909361,0.563104272,0.308490098,0.266974062,0.968243659,0.338138938,0.301440567,0.576356351,0.31675601,0.270754129,0.953923166,0.34388262,0.303134263,0.603634477,0.575378716,0.553398073,0.999357104,0.572544992,0.549558997,0.998271167,0.513420999,0.747478843,0.922045708,0.518267035,0.725348711,0.22612153,0.550079107,0.964430213,0.93000108,0.542683005,0.91153717,0.273454428,0.563057721,0.99051702,0.924121916,0.55455792,0.945094764,0.478304327,0.47587961,0.996593833,0.89171195,0.478252172,0.93336904,0.435405314
squat,0.51019603,0.214692086,0.999408126,0.518611252,0.197238103,0.999383211,0.520384312,0.196752116,0.999387443,0.522270024,0.196289316,0.999538243,0.519424796,0.197252482,0.999163151,0.521831572,0.196883023,0.999027312,0.524453819,0.196653441,0.999378741,0.539737225,0.203191772,0.999089062,0.541908264,0.203984842,0.999235988,0.51745522,0.23214817,0.998683333,0.5181216,0.232714921,0.997848809,0.547001719,0.269460708,0.999516428,0.559428573,0.297414333,0.997329891,0.42583704,0.284129143,0.992177665,0.450928509,0.314417243,0.48774907,0.324755192,0.283625126,0.982623398,0.354851335,0.312098831,0.592324853,0.298590422,0.281766146,0.971225858,0.333006531,0.307261914,0.552691519,0.299176216,0.278966695,0.967577577,0.327016652,0.305004597,0.566339731,0.307127476,0.28329441,0.952852309,0.33307758,0.307077974,0.594459832,0.579897106,0.568641126,0.999332368,0.58026278,0.56521225,0.998256385,0.50856775,0.751031816,0.920413494,0.512649477,0.729410529,0.220759019,0.550076365,0.96457386,0.929943383,0.542157292,0.912181556,0.2732566,0.563164055,0.9905653,0.92360872,0.554541707,0.945408106,0.480052412,0.475842774,0.996888697,0.893009245,0.478442997,0.936468959,0.437430233
squat,0.507493973,0.216839254,0.999403298,0.515584469,0.200274289,0.99936533,0.517267585,0.199729711,0.999371409,0.518985987,0.199177608,0.999523342,0.516434014,0.200413689,0.999142826,0.518724799,0.200104401,0.999013782,0.521170199,0.199889958,0.999370396,0.535646081,0.206503302,0.999060869,0.53839922,0.207657889,0.999229968,0.514257729,0.234144583,0.998639345,0.514865994,0.234493554,0.997800469,0.542801559,0.273378491,0.999546707,0.556436598,0.304126859,0.997488916,0.424322784,0.290032774,0.992297471,0.447154224,0.324184358,0.494966686,0.326044947,0.287385404,0.982770741,0.354445189,0.316420972,0.60083127,0.299148023,0.285342693,0.971385956,0.332898408,0.312085569,0.559864581,0.299504071,0.283369988,0.967769384,0.327692538,0.309016973,0.573709488,0.307251215,0.287685603,0.953047097,0.33353883,0.311226547,0.602030516,0.582591653,0.57390815,0.9993065,0.582605183,0.571385264,0.998271346,0.505306244,0.752349257,0.919587135,0.508327901,0.732786,0.218342632,0.550047636,0.964742422,0.930262268,0.54222548,0.918551743,0.274187922,0.563231528,0.991125464,0.923721731,0.554639101,0.949244082,0.482247829,0.476254523,0.996942163,0.89408654,0.47947821,0.941600859,0.438490689
squat,0.50450635,0.223760784,0.999400795,0.512797177,0.207824424,0.999350011,0.514518142,0.207193181,0.999357581,0.516270995,0.206499398,0.999510527,0.51334393,0.207914159,0.999129295,0.515420318,0.207471862,0.999010384,0.517641127,0.207029417,0.99936831,0.533439577,0.213297173,0.999027729,0.535306513,0.213930935,0.999231517,0.510968745,0.240745634,0.998609424,0.511206269,0.240995824,0.997773945,0.541464448,0.280906379,0.999572992,0.552403092,0.312168449,0.99763304,0.421619713,0.296604335,0.992420256,0.443980604,0.332208723,0.498920798,0.321967781,0.289764971,0.983013272,0.353970468,0.325247169,0.606687307,0.296730876,0.289803922,0.971735656,0.331759393,0.319989085,0.56488061,0.296205103,0.288541228,0.968150496,0.326613575,0.316548079,0.578799665,0.303727895,0.291993648,0.953441024,0.331948698,0.318448991,0.607380927,0.58587712,0.579877079,0.999302924,0.583232522,0.577161551,0.998305023,0.503134191,0.756118715,0.918330431,0.506143689,0.73413223,0.21510148,0.549795508,0.965678751,0.930809617,0.541687131,0.920200586,0.274954408,0.56283772,0.991600871,0.924263895,0.554544747,0.950171709,0.485418677,0.476790041,0.997031629,0.895399868,0.48055926,0.941391945,0.440039665
